PassengerId,Survived
1060,1.13850040124
1061,0.625704225353
1062,0.0735580177629
1063,0.134007719109
1064,0.0915720341453
1065,0.112173691953
1066,-0.0250739652419
1067,0.783308240986
1068,0.771632643276
1069,0.335214404477
1070,0.753504747726
1071,0.86388126992
1072,0.265238828318
1073,0.431696386342
1074,1.12933120207
1075,0.16687364376
1076,1.1242197217
1077,0.205613113352
1078,0.820514526073
1079,0.0478840336163
1080,0.127739464348
1081,0.151922948909
1082,0.173357488452
1083,0.431661398384
1084,0.186059316851
1085,0.132992713395
1086,0.381740963323
1087,0.122059462814
1088,0.658372035792
1089,0.644307346968
1090,0.333081050408
1091,0.646667913779
1092,0.637745368397
1093,0.308883280132
1094,0.397602767026
1095,0.802605922137
1096,0.289409720711
1097,0.496561635257
1098,0.623678821282
1099,0.316497424013
1100,0.950541500197
1101,0.0919315028552
1102,0.102347317266
1103,0.0681110159914
1104,0.367863533109
1105,0.603935879428
1106,0.349141119641
1107,0.347729456597
1108,0.676790123121
1109,0.250704530922
1110,0.928328306503
1111,0.142029480978
1112,0.757304293024
1113,0.137317981306
1114,0.780750200837
1115,0.173983131131
1116,0.928632011247
1117,0.70010288617
1118,0.146067916795
1119,0.655731590786
1120,0.0372718644469
1121,0.276029877477
1122,0.393291882075
1123,0.947534536109
1124,0.0955919998705
1125,0.182680137643
1126,0.401072477856
1127,0.143321183158
1128,0.245378424206
1129,0.17656456552
1130,0.710481188733
1131,0.917193664245
1132,0.879815872922
1133,0.618420570462
1134,0.382071332979
1135,0.0736896180024
1136,0.108323062867
1137,0.321591775206
1138,0.842616853502
1139,0.114829854131
1140,0.771393759718
1141,0.662517632082
1142,0.797141473389
1143,0.237885482129
1144,0.494313629185
1145,0.130080566212
1146,0.0522124404634
1147,0.115574325392
1148,0.156369566853
1149,0.0895090964416
1150,0.784207550527
1151,0.147714828388
1152,0.0738873207359
1153,0.174005902846
1154,0.818004644882
1155,0.685328805919
1156,0.382657812035
1157,0.0894489697544
1158,0.500303882662
1159,0.120826363846
1160,0.583619081921
1161,0.135614817051
1162,0.422187228312
1163,0.161621605307
1164,1.07328374096
1165,0.591373372485
1166,0.138432246529
1167,0.799849512835
1168,0.292179226064
1169,0.142132229982
1170,0.195726053223
1171,0.312900407627
1172,0.587995467153
1173,0.235375661667
1174,0.650479552332
1175,0.676627322997
1176,0.677128016921
1177,0.0300566823278
1178,0.178481808845
1179,0.452555639266
1180,0.148937961128
1181,0.0632489041734
1182,0.505240900527
1183,0.727293165761
1184,0.117425730406
1185,0.226899427367
1186,0.0624462479799
1187,0.0963560302752
1188,0.851292322422
1189,0.0303161784675
1190,0.44811402262
1191,0.0728491224118
1192,0.0860918224824
1193,0.295928248044
1194,0.176898336514
1195,0.0930579706404
1196,0.713504013776
1197,0.795381381207
1198,0.44975445403
1199,0.253275675989
1200,0.245539929575
1201,0.515037614067
1202,0.145291382925
1203,0.169657504999
1204,0.0788198043824
1205,0.585259530039
1206,0.900885677176
1207,0.712096046463
1208,0.341985846149
1209,0.336391094542
1210,0.116520452108
1211,0.244100990512
1212,0.133073196313
1213,0.156672532683
1214,0.252792757091
1215,0.380469956783
1216,0.899652136616
1217,0.0827526480667
1218,0.747488851447
1219,0.502511251719
1220,0.251023581971
1221,0.288442542981
1222,0.734114888133
1223,0.44698615286
1224,0.127928169622
1225,0.673797615733
1226,0.0535122116125
1227,0.430006376317
1228,0.258331767797
1229,0.00469100912254
1230,0.276590026245
1231,0.138433884221
1232,0.35822675939
1233,0.0912675133008
1234,-0.139250957537
1235,1.143153955
1236,0.0962508272184
1237,0.656417705113
1238,0.29480906472
1239,0.6767891439
1240,0.254642742476
1241,0.709120331312
1242,0.947333655171
1243,0.294661759165
1244,0.3302717529
1245,0.041007631102
1246,0.72848956387
1247,0.308415386572
1248,0.749033068835
1249,0.078938420065
1250,0.182629759121
1251,0.654061359689
1252,-0.189759910887
1253,0.827145300485
1254,0.824665177292
1255,0.0748193221786
1256,1.04239559426
1257,0.370615143303
1258,0.0738725531362
1259,0.721717336491
1260,0.919530016301
1261,0.341906045213
1262,0.225729541755
1263,0.983328499571
1264,0.299104805079
1265,0.164369020135
1266,0.767450247896
1267,0.942824636829
1268,0.475070832548
1269,0.33512599911
1270,0.303131993752
1271,0.0386032176572
1272,0.187881797575
1273,0.179083121256
1274,0.580882070267
1275,0.63711824844
1276,0.303609378731
1277,0.65559412304
1278,0.160988410649
1279,0.0485706076256
1280,0.225186605532
1281,0.097804384114
1282,0.509387347542
1283,0.862773616278
1284,0.18161607441
1285,0.134651478177
1286,-0.0574109391498
1287,1.0479890806
1288,0.206752993752
1289,0.9886888422
1290,0.173147509623
1291,0.185392752699
1292,0.941499917755
1293,0.120829465056
1294,1.01209130842
1295,0.506763894756
1296,0.375524216202
1297,0.475404205095
1298,0.260448862227
1299,0.37119385958
1300,0.702988551011
1301,0.658034237809
1302,0.655731590786
1303,1.04791715699
1304,0.599267967457
1305,0.0737529810807
1306,0.940466097161
1307,0.0621261546925
1308,0.0790050195343
1309,0.0907874042712
